X	Y
465	133.280899048
466	128.414306641
467	133.141433716
468	122.210884094
469	104.923614502
470	105.038551331
471	103.443023682
472	111.039306641
473	118.369972229
474	117.973358154
475	110.087203979
476	98.777778625
477	101.092544556
478	103.853172302
479	103.232925415
480	108.380950928
481	113.896781921
482	114.711730957
483	111.006942749
484	107.454650879
485	105.234336853
486	102.701248169
487	101.393424988
488	95.190475464
489	96.465347290
490	96.560188293
491	90.518424988
492	83.291381836
493	78.882461548
494	85.511619568
495	86.359054565
496	77.917610168
497	79.427085876
498	85.794219971
499	91.807914734
500	92.562355042
501	90.870323181
502	88.246788025
503	86.348075867
504	84.888885498
505	86.728599548
506	80.677436829
507	77.223640442
508	72.506805420
509	66.110122681
510	67.150794983
511	71.932868958
512	73.544219971
513	67.848426819
514	68.866874695
515	74.399230957
516	76.078231812
517	68.937713623
518	69.097221375
519	72.667373657
520	73.993949890
521	73.166381836
522	68.010772705
523	70.336898804
524	64.038551331
525	62.833332062
526	62.604309082
527	64.325393677
528	56.632652283
529	54.627788544
530	50.080783844
531	59.342971802
532	63.314815521
533	63.122238159
534	66.056976318
535	60.190475464
536	54.575962067
537	55.050098419
538	51.891441345
539	50.947917938
540	49.363945007
541	51.971042633
542	51.681972504
543	46.042942047
544	50.205593109
545	57.217971802
546	51.958332062
547	44.446048737
548	44.896823883
549	50.177509308
550	50.138134003
551	46.740928650
552	49.204082489
553	44.563655853
554	40.897392273
555	41.964427948
556	44.760772705
557	44.045562744
558	41.342121124
559	41.916809082
560	41.666667938
561	41.565689087
562	44.786376953
563	44.870677948
564	40.412696838
565	36.885368347
566	38.507369995
567	38.291667938
568	37.526832581
569	34.791027069
570	39.310375214
571	35.097694397
572	36.103176117
573	40.708686829
574	38.935184479
575	35.478599548
576	37.900226593
577	36.955192566
578	33.792800903
579	34.257438660
580	35.967498779
581	33.420139313
582	32.477890015
583	33.881305695
584	32.573696136
585	34.486042023
586	35.245655060
587	33.288265228
588	30.833333969
589	31.944444656
590	30.606292725
591	25.916524887
592	27.870748520
593	32.055061340
594	30.378969193
595	32.434028625
596	32.204082489
597	27.951744080
598	28.146919250
599	29.144769669
600	29.863945007
601	25.775510788
602	24.763889313
603	24.613662720
604	25.563114166
605	24.939979553
606	26.865646362
607	27.997236252
608	26.804988861
609	24.371528625
610	24.150321960
611	24.157667160
612	23.377550125
613	25.131542206
614	23.825963974
615	22.952592850
616	24.666666031
617	23.829931259
618	24.958616257
619	23.846065521
620	24.445577621
621	24.812288284
622	21.731386185
623	23.177083969
624	21.632652283
625	19.804775238
626	21.945577621
627	24.147462845
628	23.790626526
629	22.870534897
630	21.611110687
631	23.818616867
632	22.535146713
633	20.650297165
634	20.526927948
635	21.956348419
636	21.027210236
637	21.967592239
638	23.300170898
639	22.796201706
640	21.338624954
641	19.496881485
642	19.750850677
643	19.463174820
644	18.444444656
645	19.307113647
646	19.161943436
647	20.913406372
648	20.941043854
649	20.045658112
650	20.334751129
651	19.572916031
652	20.174224854
653	20.364299774
654	18.489229202
655	18.963932037
656	18.285715103
657	18.393424988
658	19.370370865
659	18.743480682
660	19.659864426
661	17.654407501
662	18.481292725
663	17.795280457
664	19.055932999
665	19.357639313
666	20.312074661
667	18.178619385
668	18.492063522
669	18.081420898
670	17.868291855
671	18.162839890
672	18.000000000
